X,Y,Cluster,Region,City,Partner,Lon,Lat,Population,Strata,Salary,Ranking,SB Trade Z,Target Pen,Target P_1,Actual Pen,Ttl,IL+FS,DT,FC,St,Op,Lt,SB,Ttl g,St g,Op g,SB g,KFC Av Sal,EBITDA H12,ViT,BK,icon_url
38.07839,54.88688,Moscow Region,Московская область,Ступино,IRB,38.078389999999999,54.886879999999998,65 990,60 - 100,53 470,high,"0",60 000,32 995,32 995,"2","0","1","1","1","1","0","0","0","0","0","0",6 646,19%,"1","1",
38.978349,55.809034,Moscow Region,Московская область,Орехово-Зуево,IRB,38.978349000000001,55.809033999999997,118 004,100 - 300,46 222,good,"0",80 000,39 335,59 002,"2","1","0","1","1","0","1","0","1","1","0","0",6 366,15%,"2","2",
37.854629,55.922212,Moscow Region,Московская область,Королев,IRB,37.854629000000003,55.922212000000002,224 533,100 - 300,66 172,high,"0",60 000,37 422,112 267,"2","1","1","0","2","0","0","0","4","0","3","1",11 452,12%,"2","3",
37.863199,55.65984,Moscow Region,Московская область,Котельники,IRB,37.863199000000002,55.659840000000003,46 763,30 - 60,55 872,very high,"0",40 000,11 691,23 382,"2","1","0","1","2","0","0","0","2","1","1","0",14 658,,"4","3",
37.475082,56.012053,Moscow Region,Московская область,Лобня,IRB,37.475082000000000,56.012053000000002,89 339,60 - 100,117 452,very high,"0",40 000,29 780,44 670,"2","1","1","0","1","1","0","0","1","0","0","1",12 349,,"1",,
37.263609,55.678971,Moscow Region,Московская область,Одинцово,IRB,37.263609000000002,55.678970999999997,137 528,100 - 300,65 187,high,"0",60 000,27 506,68 764,"2","1","0","1","1","0","1","0","3","1","1","1",11 729,,"4","4",
37.07322,55.545166,Moscow Region,Московская область,Апрелевка,IRB,37.073219999999999,55.545166000000002,29 147,меньше 30,50 196,very high,"0",40 000,14 574,14 574,"2","1","1","0","1","1","0","0","0","0","0","0",9 663,,,"1",
72.616331,61.088212,Oil&Gas,Ханты-Мансийский Автономный округ - Югра автономный округ,Нефтеюганск,IRB,72.616331000000002,61.088211999999999,127 710,100 - 300,75 263,high,"0",60 000,63 855,63 855,"2","2","0","0","1","1","0","0","0","0","0","0",9 040,,,"2",
37.520015,56.344157,Moscow Region,Московская область,Дмитров,IRB,37.520015000000001,56.344157000000003,68 666,60 - 100,48 774,high,"0",60 000,34 333,34 333,"2","1","1","0","1","0","1","0","0","0","0","0",8 830,,"3","3",
37.416763,54.913536,Moscow Region,Московская область,Серпухов,IRB,37.416763000000003,54.913536000000001,124 897,100 - 300,47 180,good,"0",80 000,41 632,62 449,"2","0","1","1","1","1","0","0","1","1","0","0",8 682,,"4","4",
36.860284,55.914287,Moscow Region,Московская область,Истра,IRB,36.860284000000000,55.914287000000002,33 535,30 - 60,59 222,high,"0",60 000,16 768,16 768,"2","2","0","0","0","1","1","0","0","0","0","0",7 819,,"2",,
38.122336,55.599896,Moscow Region,Московская область,Жуковский,IRB,38.122335999999997,55.599896000000001,107 922,100 - 300,65 144,good,"0",80 000,35 974,53 961,"2","1","0","1","0","2","0","0","1","0","0","1",7 423,,"1","1",
38.67241,55.319797,Moscow Region,Московская область,Воскресенск,IRB,38.672409999999999,55.319797000000001,93 205,60 - 100,44 711,high,"0",60 000,46 603,46 603,"2","1","1","0","2","0","0","0","0","0","0","0",7 331,,,"2",
59.98132,57.910144,Urals,Свердловская область,Нижний Тагил,IRB,59.981319999999997,57.910144000000003,352 135,300 - млн,37 023,ok,"0",100 000,88 034,176 068,"2","1","1","0","1","1","0","0","2","1","1","0",7 273,,,"4",
48.474485,53.155782,Volga,Самарская область,Сызрань,IRB,48.474485000000001,53.155782000000002,168 735,100 - 300,31 707,ok,"0",100 000,56 245,84 368,"2","1","1","0","1","1","0","0","1","0","1","0",6 650,,"1",,
83.107135,54.758288,Siberia,Новосибирская область,Бердск,IRB,83.107135000000000,54.758288000000000,104 237,100 - 300,34 511,good,"0",80 000,52 119,52 119,"2","1","1","0","1","1","0","0","0","0","0","0",6 386,,"1",,
37.245326,56.000803,Moscow Region,Московская область,пгт. Ржавки,IRB,37.245325999999999,56.000802999999998,4 820,меньше 30,"0",Нет рейтинга,"0",,2 410,2 410,"2","0","1","1","2","0","0","0","0","0","0","0",6 288,,,,
37.706254,55.551818,Moscow Region,Московская область,Видное,IRB,37.706254000000001,55.551817999999997,71 482,60 - 100,68 079,very high,"0",40 000,14 296,35 741,"2","0","0","2","1","1","0","0","3","0","2","1",5 922,,"3","3",
68.253762,58.201698,Urals,Тюменская область,Тобольск,IRB,68.253761999999995,58.201698000000000,98 857,60 - 100,59 858,good,"0",80 000,32 952,49 429,"2","1","0","1","1","0","1","0","1","0","1","0",5 624,,,"2",
37.413184,55.966236,Moscow Region,Московская область,аэропорт Шереметьево,IRB,37.413184000000001,55.966236000000002,"0",меньше 30,"0",very high,"0",40 000,"0","0","1","1","0","0","1","0","0","0","2","1","1","0",22 317,,,"2",
37.900499,55.41444,Moscow Region,Московская область,аэропорт Домодедово,IRB,37.900499000000003,55.414439999999999,"0",меньше 30,"0",very high,"0",40 000,"0","0","1","1","0","0","1","0","0","0","1","1","0","0",19 188,,,"1",
37.133777,55.621909,Moscow Region,Московская область,д. Ликино,IRB,37.133777000000002,55.621909000000002,2 000,меньше 30,"0",Нет рейтинга,"0",,2 000,2 000,"1","0","1","0","1","0","0","0","0","0","0","0",16 429,,,,
38.225804,55.567321,Moscow Region,Московская область,Раменское,IRB,38.225803999999997,55.567321000000000,119 903,100 - 300,55 477,high,"0",60 000,59 952,119 903,"1","1","0","0","1","0","0","0","1","1","0","0",14 702,,"5","1",
38.26409,55.425481,Moscow Region,Московская область,Бронницы,IRB,38.264090000000003,55.425480999999998,22 643,меньше 30,45 229,good,"0",80 000,22 643,22 643,"1","0","1","0","1","0","0","0","0","0","0","0",13 785,,"2",,
36.193617,55.700106,Moscow Region,Московская область,Руза,IRB,36.193617000000003,55.700105999999998,12 973,меньше 30,47 917,very high,"0",40 000,12 973,12 973,"1","0","1","0","1","0","0","0","0","0","0","0",11 372,,,,
91.443699,53.722356,Siberia,Хакасия республика,Абакан,IRB,91.443698999999995,53.722355999999998,186 201,100 - 300,45 292,good,"0",80 000,93 101,186 201,"1","1","0","0","0","1","0","0","1","1","0","0",11 139,,,,
74.482878,62.263872,Oil&Gas,Ханты-Мансийский Автономный округ - Югра автономный округ,Когалым,IRB,74.482877999999999,62.263871999999999,66 720,60 - 100,74 516,high,"0",60 000,33 360,66 720,"1","0","0","1","1","0","0","0","1","1","0","0",10 954,,,,
37.534721,56.049536,Moscow Region,Московская область,д. Шолохово,IRB,37.534720999999998,56.049536000000003,"500",меньше 30,"0",Нет рейтинга,"0",,"500","500","1","0","1","0","1","0","0","0","0","0","0","0",10 134,,,,
37.039462,55.597856,Moscow Region,Московская область,Краснознаменск,IRB,37.039462000000000,55.597856000000000,42 472,30 - 60,"0",Нет рейтинга,"0",,21 236,42 472,"1","0","1","0","1","0","0","0","1","0","0","1",9 646,,,"1",
38.441058,55.855537,Moscow Region,Московская область,Ногинск,IRB,38.441057999999998,55.855536999999998,102 295,100 - 300,51 442,high,"0",60 000,51 148,102 295,"1","1","0","0","1","0","0","0","1","1","0","0",9 560,,"3","2",
36.724225,55.383874,Moscow Region,Московская область,Наро-Фоминск,IRB,36.724224999999997,55.383873999999999,62 970,60 - 100,50 196,high,"0",60 000,62 970,62 970,"1","0","0","1","1","0","0","0","0","0","0","0",9 303,,"2","3",
37.305561,55.484842,Moscow Region,Московская область,Троицк,IRB,37.305560999999997,55.484842000000000,61 079,60 - 100,34 810,good,"0",80 000,30 540,61 079,"1","1","0","0","0","1","0","0","1","0","1","0",9 062,,,,
37.362559,55.706092,Moscow Region,Московская область,пгт. Новоивановское,IRB,37.362558999999997,55.706091999999998,5 429,меньше 30,"0",Нет рейтинга,"0",,2 715,5 429,"1","0","0","1","1","0","0","0","1","0","1","0",8 583,,"1",,
37.079724,55.813465,Moscow Region,Московская область,с. Павловская Слобода,IRB,37.079723999999999,55.813465000000001,6 500,меньше 30,"0",Нет рейтинга,"0",,6 500,6 500,"1","0","1","0","1","0","0","0","0","0","0","0",8 519,,,,
69.018408,61.002486,Oil&Gas,Ханты-Мансийский Автономный округ - Югра автономный округ,Ханты-Мансийск,IRB,69.018407999999994,61.002485999999998,99 385,60 - 100,78 044,high,"0",60 000,49 693,99 385,"1","1","0","0","1","0","0","0","1","0","1","0",8 485,,,"2",
36.976678,56.185147,Moscow Region,Московская область,Солнечногорск,IRB,36.976678000000000,56.185147000000001,51 612,30 - 60,55 523,high,"0",60 000,51 612,51 612,"1","1","0","0","1","0","0","0","0","0","0","0",8 363,,"3","3",
36.979876,55.514019,Moscow Region,Московская область,рп. Селятино,IRB,36.979875999999997,55.514018999999998,13 200,меньше 30,"0",Нет рейтинга,"0",,4 400,13 200,"1","0","1","0","0","1","0","0","2","1","0","1",8 022,,"2","1",
90.495231,56.269496,Siberia,Красноярский край,Ачинск,IRB,90.495231000000004,56.269495999999997,105 092,100 - 300,38 184,ok,"0",100 000,52 546,105 092,"1","1","0","0","0","1","0","0","1","0","1","0",7 883,,,,
86.750082,53.884466,Siberia,Кемеровская область,Прокопьевск,IRB,86.750082000000006,53.884466000000003,191 839,100 - 300,37 369,poor,"0",120 000,95 920,191 839,"1","1","0","0","0","1","0","0","1","0","1","0",7 876,,,,
38.269561,55.83163,Moscow Region,Московская область,пгт. Обухово,IRB,38.269561000000003,55.831629999999997,9 986,меньше 30,"0",Нет рейтинга,"0",,9 986,9 986,"1","0","1","0","0","1","0","0","0","0","0","0",7 731,,,,
37.466997,55.149851,Moscow Region,Московская область,Чехов,IRB,37.466996999999999,55.149850999999998,71 932,60 - 100,51 400,very high,"0",40 000,71 932,71 932,"1","0","0","1","1","0","0","0","0","0","0","0",7 429,,"2","2",
59.942935,56.908099,Urals,Свердловская область,Первоуральск,IRB,59.942934999999999,56.908099000000000,122 183,100 - 300,36 462,good,"0",80 000,61 092,122 183,"1","0","1","0","0","1","0","0","1","1","0","0",7 344,,,,
59.907083,56.798724,Urals,Свердловская область,Ревда,IRB,59.907083000000000,56.798724000000000,62 326,60 - 100,39 426,good,"0",80 000,62 326,,"1","1","0","0","0","1","0","0","0","0","0","0",7 239,,,,
38.651318,55.779393,Moscow Region,Московская область,Павловский Посад,IRB,38.651318000000003,55.779392999999999,63 940,60 - 100,41 054,high,"0",60 000,63 940,63 940,"1","1","0","0","0","1","0","0","0","0","0","0",7 104,,"1",,
37.510098,55.938561,Moscow Region,Московская область,Долгопрудный,IRB,37.510097999999999,55.938561000000000,112 007,100 - 300,74 584,high,"0",60 000,37 336,112 007,"1","1","0","0","0","1","0","0","2","1","0","1",6 897,,"2","1",
95.705109,56.20506,Siberia,Красноярский край,Канск,IRB,95.705108999999993,56.205060000000003,89 111,60 - 100,32 940,ok,Low Density Residential,100 000,89 111,,"1","1","0","0","0","1","0","0","0","0","0","0",6 601,,,,
36.98559,55.618959,Moscow Region,Московская область,Голицыно,IRB,36.985590000000002,55.618958999999997,17 368,меньше 30,65 187,high,"0",60 000,17 368,17 368,"1","1","0","0","0","1","0","0","0","0","0","0",6 431,,,,
88.070372,53.686596,Siberia,Кемеровская область,Междуреченск,IRB,88.070372000000006,53.686596000000002,96 159,60 - 100,44 204,good,"0",80 000,96 159,96 159,"1","1","0","0","0","1","0","0","0","0","0","0",6 349,,,,
39.544477,55.577739,Moscow Region,Московская область,Шатура,IRB,39.544477000000001,55.577739000000001,32 384,30 - 60,42 779,high,"0",60 000,32 384,32 384,"1","1","0","0","0","1","0","0","0","0","0","0",6 334,,"1",,
76.102549,61.031835,Oil&Gas,Ханты-Мансийский Автономный округ - Югра автономный округ,Мегион,IRB,76.102548999999996,61.031835000000001,47 332,30 - 60,65 507,high,"0",60 000,47 332,47 332,"1","1","0","0","0","1","0","0","0","0","0","0",5 994,,,,
75.180725,61.253701,Oil&Gas,Ханты-Мансийский Автономный округ - Югра автономный округ,Лангепас,IRB,75.180724999999995,61.253701000000000,44 582,30 - 60,61 511,high,"0",60 000,44 582,44 582,"1","1","0","0","0","1","0","0","0","0","0","0",5 862,,,,
39.035842,55.383055,Moscow Region,Московская область,Егорьевск,IRB,39.035842000000002,55.383054999999999,72 070,60 - 100,44 584,high,"0",60 000,72 070,72 070,"1","1","0","0","0","1","0","0","0","0","0","0",5 502,,"1","1",
38.175624,55.810648,Moscow Region,Московская область,Старая Купавна,IRB,38.175623999999999,55.810648000000000,22 476,меньше 30,51 442,high,"0",60 000,22 476,22 476,"1","1","0","0","0","1","0","0","0","0","0","0",5 231,,,,
37.978677,56.252182,Moscow Region,Московская область,Хотьково,IRB,37.978676999999998,56.252181999999998,21 236,меньше 30,47 609,high,"0",60 000,21 236,21 236,"1","1","0","0","0","1","0","0","0","0","0","0",5 118,,,,
65.394514,62.14557,Oil&Gas,Ханты-Мансийский Автономный округ - Югра автономный округ,Нягань,IRB,65.394514000000001,62.145569999999999,58 335,30 - 60,64 235,high,"0",60 000,58 335,58 335,"1","0","0","1","1","0","0","0","0","0","0","0",5 115,,,"1",
44.746162,48.797909,Volga,Волгоградская область,Волжский,IRB,44.746161999999998,48.797908999999997,323 604,300 - млн,34 473,Ok,"0",100 000,107 868,323 604,"1","1","0","0","0","1","0","0","2","0","2","0",4 915,,"1","1",
60.818092,56.909652,Urals,Свердловская область,Берёзовский,IRB,60.818092000000000,56.909652000000001,58 771,30 - 60,39 446,good,"0",80 000,58 771,58 771,"1","1","0","0","0","1","0","0","0","0","0","0",4 851,,,,
38.150803,54.836378,Moscow Region,Московская область,Кашира,IRB,38.150803000000003,54.836378000000003,38 000,30 - 60,45 484,high,"0",60 000,19 000,,"1","0","0","1","0","1","0","0","1","0","0","1",4 744,,"1",,
37.187782,55.848751,Moscow Region,Московская область,рп. Нахабино,IRB,37.187781999999999,55.848751000000000,45 667,30 - 60,"0",Нет рейтинга,"0",,22 834,45 667,"1","1","0","0","0","0","0","1","1","0","1","0",4 505,,,,
36.694913,55.575459,Moscow Region,Московская область,Кубинка,IRB,36.694913000000000,55.575459000000002,20 104,меньше 30,65 187,good,Low Density Residential,80 000,20 104,20 104,"1","1","0","0","0","0","0","1","0","0","0","0",4 348,,,,
39.073364,44.095232,South,Краснодарский край,Туапсе,IRB,39.073363999999998,44.095232000000003,61 938,60 - 100,36 796,good,"0",80 000,30 969,61 938,"1","0","0","1","1","0","0","0","1","0","1","0",4 269,,"1","4",
38.143213,55.901112,Moscow Region,Московская область,рп. Свердловский,IRB,38.143213000000003,55.901111999999998,11 472,меньше 30,"0",Нет рейтинга,High Density Residential,,11 472,11 472,"1","1","0","0","0","0","0","1","0","0","0","0",4 139,,,,
49.947767,53.099469,Volga,Самарская область,Новокуйбышевск,IRB,49.947766999999999,53.099468999999999,100 940,100 - 300,40 513,good,"0",80 000,100 940,100 940,"1","0","0","1","0","1","0","0","0","0","0","0",4 108,,"1","1",
91.325993,53.825897,Siberia,Хакасия республика,Черногорск,IRB,91.325992999999997,53.825896999999998,75 042,60 - 100,40 663,good,"0",80 000,75 042,75 042,"1","1","0","0","0","1","0","0","0","0","0","0",3 753,,,,
38.957742,55.707786,Moscow Region,Московская область,Ликино-Дулёво,IRB,38.957742000000003,55.707785999999999,29 036,меньше 30,39 086,high,"0",60 000,29 036,29 036,"1","1","0","0","0","1","0","0","0","0","0","0",3 682,,,"1",
36.47187,55.600852,Moscow Region,Московская область,пгт. Тучково,IRB,36.471870000000003,55.600852000000003,18 277,меньше 30,"0",Нет рейтинга,Low Density Residential,,18 277,18 277,"1","1","0","0","0","0","0","1","0","0","0","0",3 658,,,,
61.559759,54.083217,Urals,Челябинская область,Троицк (Челябинская область),IRB,61.559759000000000,54.083216999999998,73 154,60 - 100,"0",ok,"0",100 000,73 154,73 154,"1","1","0","0","0","1","0","0","0","0","0","0",3 544,,,,
35.508724,56.03032,Moscow Region,Московская область,Шаховская,IRB,35.508724000000001,56.030320000000003,10 555,меньше 30,"0",high,Low Density Residential,60 000,10 555,10 555,"1","1","0","0","0","0","0","1","0","0","0","0",3 525,,,,
38.920866,55.579144,Moscow Region,Московская область,Куровское,IRB,38.920865999999997,55.579143999999999,20 605,меньше 30,45 887,high,Low Density Residential,60 000,20 605,20 605,"1","1","0","0","0","0","0","1","0","0","0","0",3 437,,,,
37.269123,55.622116,Moscow Region,Московская область,п. Внуковское,IRB,37.269123000000000,55.622115999999998,7 815,меньше 30,"0",Нет рейтинга,"0",,3 908,7 815,"1","1","0","0","0","0","0","1","1","0","1","0",3 275,,,,
38.070817,55.62913,Moscow Region,Московская область,пгт. Быково рп,IRB,38.070816999999998,55.629130000000004,10 848,меньше 30,"0",Нет рейтинга,Low Density Residential,,10 848,10 848,"1","1","0","0","0","0","0","1","0","0","0","0",3 187,,,,
37.974823,55.694322,Moscow Region,Московская область,д. Марусино,IRB,37.974823000000001,55.694322000000000,1 000,меньше 30,"0",Нет рейтинга,Low Density Residential,,1 000,1 000,"1","1","0","0","0","0","0","1","0","0","0","0",3 024,,,,
61.617988,55.116753,Urals,Челябинская область,Копейск,IRB,61.617987999999997,55.116753000000003,148 232,100 - 300,34 696,good,"0",80 000,148 232,148 232,"1","1","0","0","0","1","0","0","0","0","0","0",2 899,,,"1",
37.841136,55.274934,Moscow Region,Московская область,с. Растуново,IRB,37.841135999999999,55.274934000000002,5 000,меньше 30,"0",Нет рейтинга,Low Density Residential,,5 000,5 000,"1","1","0","0","0","0","0","1","0","0","0","0",2 824,,,,
38.038442,55.721904,Moscow Region,Московская область,д. Пуршево,IRB,38.038442000000003,55.721904000000002,5 000,меньше 30,"0",Нет рейтинга,Roadside,,5 000,5 000,"1","1","0","0","0","0","0","1","0","0","0","0",2 779,,,,
37.620977,54.832479,Moscow Region,Московская область,Пущино,IRB,37.620977000000003,54.832478999999999,20 797,меньше 30,47 832,good,Low Density Residential,80 000,20 797,20 797,"1","1","0","0","0","0","0","1","0","0","0","0",2 632,,,,
37.186516,55.65854,Moscow Region,Московская область,с. Юдино,IRB,37.186515999999997,55.658540000000002,1 500,меньше 30,"0",Нет рейтинга,Low Density Residential,,1 500,1 500,"1","1","0","0","0","0","0","1","0","0","0","0",2 629,,,,
38.43892,55.459619,Moscow Region,Московская область,пгт. Белоозёрский рп,IRB,38.438920000000003,55.459619000000004,18 090,меньше 30,"0",Нет рейтинга,Low Density Residential,,18 090,18 090,"1","1","0","0","0","0","0","1","0","0","0","0",2 608,,,,
38.219318,55.717001,Moscow Region,Московская область,Электроугли,IRB,38.219318000000001,55.717001000000003,20 670,меньше 30,51 442,high,Low Density Residential,60 000,20 670,20 670,"1","1","0","0","0","0","0","1","0","0","0","0",2 544,,,,
37.527633,56.73084,Moscow Region,Московская область,Талдом,IRB,37.527633000000002,56.730840000000001,12 652,меньше 30,42 420,high,Roadside,60 000,12 652,12 652,"1","1","0","0","0","0","0","1","0","0","0","0",2 466,,,,
37.023561,55.702703,Moscow Region,Московская область,п. Горки-10,IRB,37.023561000000001,55.702703000000000,8 000,меньше 30,"0",Нет рейтинга,Roadside,,8 000,8 000,"1","1","0","0","0","0","0","1","0","0","0","0",2 451,,,,
37.349749,55.693662,Moscow Region,Московская область,иц. Сколково,IRB,37.349749000000003,55.693662000000003,2 000,меньше 30,"0",Нет рейтинга,Low Density Residential,,2 000,2 000,"1","1","0","0","0","0","0","1","0","0","0","0",2 309,,,,
39.026059,54.96515,Moscow Region,Московская область,Луховицы,IRB,39.026058999999997,54.965150000000001,30 290,30 - 60,49 927,very high,Low Density Residential,40 000,30 290,30 290,"1","1","0","0","0","0","0","1","0","0","0","0",2 296,,"1",,
37.958887,55.121103,Moscow Region,Московская область,рп. Михнево,IRB,37.958886999999997,55.121102999999998,11 317,меньше 30,"0",Нет рейтинга,Low Density Residential,,11 317,11 317,"1","1","0","0","0","0","0","1","0","0","0","0",2 226,,,,
37.062054,56.073162,Moscow Region,Московская область,дп. Поварово,IRB,37.062054000000003,56.073162000000004,8 834,меньше 30,"0",Нет рейтинга,Low Density Residential,,8 834,8 834,"1","1","0","0","0","0","0","1","0","0","0","0",2 076,,,,
37.039569,55.885024,Moscow Region,Московская область,пгт. Снегири,IRB,37.039569000000000,55.885024000000001,2 848,меньше 30,"0",Нет рейтинга,Roadside,,2 848,2 848,"1","1","0","0","0","0","0","1","0","0","0","0",2 066,,,,
37.384442,56.070685,Moscow Region,Московская область,с. Озерецкое,IRB,37.384442000000000,56.070684999999997,1 000,меньше 30,"0",Нет рейтинга,Roadside,,1 000,1 000,"1","1","0","0","0","0","0","1","0","0","0","0",1 995,,,,
37.563377,55.509034,Moscow Region,Московская область,Щербинка,IRB,37.563377000000003,55.509034000000000,53 281,30 - 60,"0",Нет рейтинга,"0",,26 641,53 281,"1","0","1","0","1","0","0","0","1","0","0","1",17 452,,,,
37.130937,55.980951,Moscow Region,Московская область,пгт. Андреевка,IRB,37.130937000000003,55.980950999999997,11 579,меньше 30,"0",Нет рейтинга,"0",,5 790,11 579,"1","1","0","0","1","0","0","0","1","0","1","0",7 784,,,,
37.320068,55.872642,Moscow Region,Московская область,п. Отрадное,IRB,37.320067999999999,55.872641999999999,5 000,меньше 30,"0",Нет рейтинга,"0",,2 500,5 000,"1","0","0","1","1","0","0","0","1","0","0","1",6 352,,,,
43.240083,50.070928,Volga,Волгоградская область,Михайловка,IRB,43.240082999999998,50.070928000000002,57 829,30 - 60,28 633,ok,Roadside,100 000,57 829,,"1","1","0","0","0","1","0","0","0","0","0","0",,,,,
37.493659,56.151893,Moscow Region,Московская область,опх. Ермолино,IRB,37.493659000000001,56.151893000000001,3 000,меньше 30,"0",Нет рейтинга,"0",,3 000,3 000,"1","0","1","0","1","0","0","0","0","0","0","0",8 246,,,,
37.834201,55.497041,Moscow Region,Московская область,д. Чурилково,IRB,37.834201000000000,55.497041000000003,2 500,меньше 30,"0",Нет рейтинга,"0",,2 500,,"1","0","1","0","1","0","0","0","0","0","0","0",,,,,
37.312927,55.974957,Moscow Region,Московская область,д. Чёрная Грязь,IRB,37.312927000000002,55.974957000000003,2 000,меньше 30,"0",Нет рейтинга,"0",,2 000,2 000,"1","0","1","0","1","0","0","0","0","0","0","0",9 751,,,,
88.201014,69.349039,Siberia,Красноярский край,Норильск,IRB,88.201014000000001,69.349039000000005,180 976,100 - 300,93 129,high,"0",60 000,60 325,,"0","0","0","0","0","0","0","0","3","1","2","0",,,,,
61.918905,56.414897,Urals,Свердловская область,Каменск-Уральский,IRB,61.918905000000002,56.414897000000003,167 354,100 - 300,37 404,ok,"0",100 000,83 677,,"0","0","0","0","0","0","0","0","2","0","2","0",,,,"1",
59.672605,55.171483,Urals,Челябинская область,Златоуст,IRB,59.672604999999997,55.171483000000002,165 375,100 - 300,29 277,poor,"0",120 000,82 688,,"0","0","0","0","0","0","0","0","2","0","2","0",,,,"1",
60.107677,55.045671,Urals,Челябинская область,Миасс,IRB,60.107677000000002,55.045670999999999,151 275,100 - 300,35 002,ok,"0",100 000,75 638,,"0","0","0","0","0","0","0","0","2","0","2","0",,,,"1",
45.407349,50.083698,Volga,Волгоградская область,Камышин,IRB,45.407349000000004,50.083697999999998,110 318,100 - 300,26 795,poor,"0",120 000,55 159,,"0","0","0","0","0","0","0","0","2","0","2","0",,,,,
84.880931,56.603205,Siberia,Томская область,Северск,IRB,84.880931000000004,56.603205000000003,107 036,100 - 300,"0",Нет рейтинга,"0",,53 518,,"0","0","0","0","0","0","0","0","2","1","1","0",,,,,
38.079055,44.563022,South,Краснодарский край,Геленджик,IRB,38.079054999999997,44.563021999999997,77 212,60 - 100,35 098,high,"0",60 000,38 606,,"0","0","0","0","0","0","0","0","2","2","0","0",,,"1","1",
60.564955,56.975804,Urals,Свердловская область,Верхняя Пышма,IRB,60.564954999999998,56.975803999999997,71 241,60 - 100,57 060,high,"0",60 000,35 621,,"0","0","0","0","0","0","0","0","2","1","1","0",,,,,
60.575313,59.604785,Urals,Свердловская область,Серов,IRB,60.575313000000001,59.604785000000000,96 613,60 - 100,33 995,ok,"0",100 000,96 613,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,"1",
86.636706,54.006025,Siberia,Кемеровская область,Киселёвск,IRB,86.636706000000004,54.006025000000001,88 192,60 - 100,41 324,ok,"0",100 000,88 192,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
93.53221,56.252857,Siberia,Красноярский край,Железногорск,IRB,93.532210000000006,56.252856999999999,83 386,60 - 100,"0",Нет рейтинга,"0",,83 386,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,"1",
60.095604,57.247235,Urals,Свердловская область,Новоуральск,IRB,60.095604000000002,57.247235000000003,80 723,60 - 100,"0",Нет рейтинга,"0",,80 723,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
37.917574,55.97,Moscow Region,Московская область,Ивантеевка,IRB,37.917574000000002,55.969999999999999,79 346,60 - 100,47 100,high,"0",60 000,79 346,,"0","0","0","0","0","0","0","0","1","1","0","0",,,"1",,
60.707599,55.763184,Urals,Челябинская область,Озёрск,IRB,60.707599000000002,55.763184000000003,78 811,60 - 100,"0",Нет рейтинга,"0",,78 811,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
37.167193,56.732509,Moscow Region,Московская область,Дубна,IRB,37.167192999999997,56.732509000000000,75 001,60 - 100,55 524,high,"0",60 000,75 001,,"0","0","0","0","0","0","0","0","1","1","0","0",,,"1","1",
63.629747,56.087042,Urals,Курганская область,Шадринск,IRB,63.629747000000002,56.087041999999997,74 929,60 - 100,30 058,ok,"0",100 000,74 929,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
49.713711,52.978759,Volga,Самарская область,Чапаевск,IRB,49.713711000000004,52.978758999999997,72 225,60 - 100,28 780,ok,"0",100 000,72 225,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
91.68725,53.710548,Siberia,Красноярский край,Минусинск,IRB,91.687250000000006,53.710548000000003,68 002,60 - 100,34 396,ok,"0",100 000,68 002,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
69.47963,56.110535,Urals,Тюменская область,Ишим,IRB,69.479630000000000,56.110534999999999,64 653,60 - 100,37 611,ok,"0",100 000,64 653,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
61.458114,57.005274,Urals,Свердловская область,Асбест,IRB,61.458114000000002,57.005274000000000,63 325,60 - 100,31 826,ok,"0",100 000,63 325,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,"1",
94.588898,56.113256,Siberia,Красноярский край,Зеленогорск,IRB,94.588898000000000,56.113256000000000,61 915,60 - 100,"0",Нет рейтинга,"0",,61 915,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
60.23654,56.495777,Urals,Свердловская область,Полевской,IRB,60.236539999999998,56.495776999999997,61 332,60 - 100,37 424,good,"0",80 000,61 332,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,"1",
38.052339,55.957938,Moscow Region,Московская область,Фрязино,IRB,38.052339000000003,55.957937999999999,59 987,30 - 60,70 805,high,"0",60 000,59 987,,"0","0","0","0","0","0","0","0","1","0","1","0",,,"1","1",
92.503702,58.221738,Siberia,Красноярский край,Лесосибирск,IRB,92.503702000000004,58.221738000000002,59 356,30 - 60,38 200,ok,Low Density Residential,100 000,59 356,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
37.90347,55.577856,Moscow Region,Московская область,Лыткарино,IRB,37.903469999999999,55.577855999999997,58 606,30 - 60,54 981,high,"0",60 000,58 606,,"0","0","0","0","0","0","0","0","1","0","1","0",,,"1","1",
60.193493,59.763761,Urals,Свердловская область,Краснотурьинск,IRB,60.193492999999997,59.763761000000002,56 584,30 - 60,37 690,good,"0",80 000,56 584,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
