X,Y,Cluster,Region,City,Partner,Lon,Lat,Population,Strata,Salary,Ranking,SB Trade Z,Target Pen,Target P_1,Actual Pen,Ttl,IL+FS,DT,FC,St,Op,Lt,SB,Ttl g,St g,Op g,SB g,KFC Av Sal,EBITDA H12,ViT,BK,icon_url
34.68018,51.568111,Central,Курская область,Рыльск,Klavir,34.680180000000000,51.568111000000002,16 014,меньше 30,25 274,ok,Roadside,100 000,16 014,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
40.559151,49.935298,Central,Воронежская область,Богучар,Klavir,40.559151000000000,49.935298000000003,11 192,меньше 30,25 055,good,Roadside,80 000,11 192,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
37.620393,55.75396,Moscow,Москва,Москва,Mixed,37.620393000000000,55.753959999999999,10 315 279,Млн+,106 315,high,High Density Residential,60 000,26 863,47 536,"217","125","12","80","181","30","3","3","167","93","74","0",9 553,17%,"190","173",
45.019529,53.194546,Volga,Пензенская область,Пенза,Novy Vkus,45.019528999999999,53.194546000000003,522 317,300 - млн,34 356,ok,"0",100 000,47 483,58 035,"9","6","2","1","5","4","0","0","2","0","2","0",6 833,,"3","3",
46.601165,53.119335,Volga,Пензенская область,Кузнецк,Novy Vkus,46.601165000000002,53.119335000000000,81 027,60 - 100,26 289,poor,Low Density Residential,120 000,81 027,81 027,"1","0","1","0","0","1","0","0","0","0","0","0",4 903,,,,
45.169089,53.19611,Volga,Пензенская область,Заречный,Novy Vkus,45.169089000000000,53.196109999999997,65 194,60 - 100,"0",Нет рейтинга,"0",,65 194,65 194,"1","1","0","0","0","1","0","0","0","0","0","0",2 998,,,,
44.046896,53.185524,Volga,Пензенская область,Каменка,Novy Vkus,44.046895999999997,53.185524000000001,35 154,30 - 60,27 247,poor,Roadside,120 000,35 154,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
44.202717,52.455721,Volga,Пензенская область,Сердобск,Novy Vkus,44.202717000000000,52.455720999999997,31 475,30 - 60,25 600,ok,Roadside,100 000,31 475,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
86.087314,55.354968,Siberia,Кемеровская область,Кемерово,Park It,86.087314000000006,55.354968000000000,558 662,300 - млн,45 056,good,"0",80 000,79 809,93 110,"6","3","1","2","4","2","0","0","1","1","0","0",7 743,14%,"2","5",
86.303692,54.422114,Siberia,Кемеровская область,Белово,Park It,86.303691999999998,54.422114000000001,71 812,60 - 100,40 316,ok,High Density Residential,100 000,71 812,,"1","1","0","0","0","1","0","0","0","0","0","0",5 569,20%,,,
86.162243,54.663609,Siberia,Кемеровская область,Ленинск-Кузнецкий,Park It,86.162243000000004,54.663609000000001,95 279,60 - 100,41 867,ok,"0",100 000,95 279,95 279,"1","1","0","0","0","1","0","0","0","0","0","0",5 049,13%,,,
84.933869,55.713557,Siberia,Кемеровская область,Юрга,Park It,84.933869000000001,55.713557000000002,81 073,60 - 100,28 680,ok,"0",100 000,81 073,81 073,"1","1","0","0","0","1","0","0","0","0","0","0",5 636,13%,,,
86.020129,56.078684,Siberia,Кемеровская область,Анжеро-Судженск,Park It,86.020128999999997,56.078684000000003,69 253,60 - 100,33 203,poor,"0",120 000,69 253,69 253,"1","1","0","0","0","1","0","0","0","0","0","0",4 384,12%,,,
86.274469,55.669315,Siberia,Кемеровская область,Березовский,Park It,86.274468999999996,55.669314999999997,45 801,30 - 60,37 119,ok,Low Density Residential,100 000,45 801,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,"1",
104.28066,52.286387,Siberia,Иркутская область,Иркутск,Perspektiva,104.280659999999997,52.286386999999998,623 479,300 - млн,51 967,good,"0",80 000,41 565,62 348,"10","2","2","6","9","0","1","0","5","1","4","0",7 777,15%,,"6",
129.732555,62.028098,Far East,Саха /Якутия республика,Якутск,Perspektiva,129.732554999999991,62.028098000000000,318 768,300 - млн,73 024,high,"0",60 000,53 128,79 692,"4","1","1","2","3","1","0","0","2","1","1","0",13 821,14%,,"3",
107.584125,51.833507,Siberia,Бурятия республика,Улан-Удэ,Perspektiva,107.584125000000000,51.833506999999997,435 496,300 - млн,36 711,good,"0",80 000,72 583,108 874,"4","2","0","2","4","0","0","0","2","1","1","0",6 470,11%,,,
76.680974,66.083963,Oil&Gas,Ямало-Ненецкий автономный округ,Новый Уренгой,Perspektiva,76.680974000000006,66.083962999999997,116 938,100 - 300,112 099,very high,"0",40 000,38 979,58 469,"2","1","0","1","1","1","0","0","1","1","0","0",8 019,12%,,"3",
113.499432,52.033973,Siberia,Забайкальский край,Чита,Perspektiva,113.499431999999999,52.033973000000003,349 983,300 - млн,47 133,good,"0",80 000,69 997,174 992,"2","0","0","2","2","0","0","0","3","0","3","0",7 126,12%,,,
103.888456,52.544889,Siberia,Иркутская область,Ангарск,Perspektiva,103.888456000000005,52.544888999999998,225 489,100 - 300,37 918,ok,"0",100 000,112 745,225 489,"1","0","0","1","1","0","0","0","1","0","1","0",9 713,17%,,"1",
101.63408,56.151362,Siberia,Иркутская область,Братск,Perspektiva,101.634079999999997,56.151361999999999,227 467,100 - 300,48 860,ok,"0",100 000,113 734,227 467,"1","1","0","0","1","0","0","0","1","0","1","0",7 798,16%,,,
66.613851,66.530715,Oil&Gas,Ямало-Ненецкий автономный округ,Салехард,Perspektiva,66.613850999999997,66.530715000000001,50 064,30 - 60,104 302,very high,"0",40 000,50 064,50 064,"1","1","0","0","1","0","0","0","0","0","0","0",8 404,13%,,,
75.450965,63.201789,Oil&Gas,Ямало-Ненецкий автономный округ,Ноябрьск,Perspektiva,75.450964999999997,63.201788999999998,106 135,100 - 300,90 242,high,"0",60 000,53 068,106 135,"1","0","1","0","1","0","0","0","1","1","0","0",8 660,8%,,"1",
72.518325,65.537708,Oil&Gas,Ямало-Ненецкий автономный округ,Надым,Perspektiva,72.518325000000004,65.537707999999995,44 705,30 - 60,120 519,very high,"0",40 000,44 705,44 705,"1","1","0","0","1","0","0","0","0","0","0","0",5 560,6%,,,
102.741523,57.943039,Siberia,Иркутская область,Усть-Илимск,Perspektiva,102.741523000000001,57.943038999999999,81 081,60 - 100,47 257,ok,"0",100 000,81 081,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
103.638769,52.756648,Siberia,Иркутская область,Усолье-Сибирское,Perspektiva,103.638768999999996,52.756647999999998,76 846,60 - 100,35 184,ok,High Density Residential,100 000,76 846,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
124.72027,56.659963,Far East,Саха /Якутия республика,Нерюнгри,Perspektiva,124.720269999999999,56.659962999999998,56 888,30 - 60,42 834,high,"0",60 000,56 888,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
103.090096,53.136911,Siberia,Иркутская область,Черемхово,Perspektiva,103.090096000000003,53.136910999999998,50 586,30 - 60,36 659,ok,"0",,50 586,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
104.097395,52.210209,Siberia,Иркутская область,Шелехов,Perspektiva,104.097395000000006,52.210208999999999,48 460,30 - 60,43 348,good,Low Density Residential,80 000,48 460,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
100.578038,54.55712,Siberia,Иркутская область,Тулун,Perspektiva,100.578038000000006,54.557119999999998,41 279,30 - 60,35 773,poor,Roadside,120 000,,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
113.978692,62.541028,Far East,Саха /Якутия республика,Мирный,Perspektiva,113.978691999999995,62.541027999999997,35 381,30 - 60,102 123,very high,"0",40 000,35 381,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
74.494448,63.795285,Oil&Gas,Ямало-Ненецкий автономный округ,Муравленко,Perspektiva,74.494448000000006,63.795285000000000,32 132,30 - 60,81 540,high,Low Density Residential,60 000,32 132,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
76.500494,64.432625,Oil&Gas,Ямало-Ненецкий автономный округ,Губкинский,Perspektiva,76.500494000000003,64.432625000000002,28 564,меньше 30,87 390,high,Low Density Residential,60 000,28 564,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
66.388266,66.659365,Oil&Gas,Ямало-Ненецкий автономный округ,Лабытнанги,Perspektiva,66.388266000000002,66.659364999999994,26 211,меньше 30,80 069,high,Low Density Residential,60 000,26 211,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
77.761055,64.911819,Oil&Gas,Ямало-Ненецкий автономный округ,Тарко-Сале,Perspektiva,77.761054999999999,64.911818999999994,21 583,меньше 30,99 882,very high,High Density Residential,40 000,21 583,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
36.252277,54.507014,Central,Калужская область,Калуга,RBO,36.252276999999999,54.507013999999998,336 726,300 - млн,44 322,good,"0",80 000,48 104,56 121,"6","3","2","1","3","3","0","0","1","0","1","0",7 491,,"4","5",
37.617752,54.193033,Central,Тульская область,Тула,RBO,37.617752000000003,54.193033000000000,479 105,300 - млн,41 382,ok,"0",100 000,68 444,119 776,"4","3","0","1","4","0","0","0","3","1","2","0",6 916,,"5","9",
34.363731,53.243325,Central,Брянская область,Брянск,RBO,34.363731000000001,53.243324999999999,404 793,300 - млн,33 730,ok,"0",100 000,67 466,134 931,"3","0","1","2","3","0","0","0","3","0","3","0",5 780,,"4","2",
36.586531,55.112005,Central,Калужская область,Обнинск,RBO,36.586531000000001,55.112005000000003,118 151,100 - 300,50 838,good,"0",80 000,39 384,118 151,"1","1","0","0","0","1","0","0","2","1","1","0",9 932,,"3","2",
38.290896,54.010993,Central,Тульская область,Новомосковск,RBO,38.290895999999996,54.010992999999999,123 211,100 - 300,37 177,ok,"0",100 000,61 606,123 211,"1","0","0","1","0","1","0","0","1","0","1","0",6 440,,"1","1",
32.233861,52.752816,Central,Брянская область,Клинцы,RBO,32.233860999999997,52.752816000000003,63 050,60 - 100,23 924,poor,"0",120 000,63 050,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,"1",
37.06739,54.503114,Central,Тульская область,Алексин,RBO,37.067390000000003,54.503113999999997,57 950,30 - 60,30 015,poor,"0",120 000,57 950,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
37.517635,54.002087,Central,Тульская область,Щёкино,RBO,37.517634999999999,54.002087000000003,57 683,30 - 60,31 862,ok,"0",100 000,57 683,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,"1",
38.160757,53.978737,Central,Тульская область,Узловая,RBO,38.160756999999997,53.978737000000002,50 508,30 - 60,29 353,poor,Low Density Residential,120 000,50 508,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
34.307667,54.079044,Central,Калужская область,Киров (Калужская обл),RBO,34.307667000000002,54.079044000000003,30 334,30 - 60,32 363,ok,Low Density Residential,100 000,30 334,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
34.339656,53.597306,Central,Брянская область,Дятьково,RBO,34.339655999999998,53.597306000000003,26 483,меньше 30,23 472,ok,Low Density Residential,100 000,26 483,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
36.65677,55.177396,Central,Калужская область,Балабаново,RBO,36.656770000000002,55.177396000000002,25 775,меньше 30,51 717,ok,"0",100 000,12 888,,"0","0","0","0","0","0","0","0","2","0","2","0",,,,"1",
36.483584,55.207634,Central,Калужская область,Боровск,RBO,36.483584000000000,55.207633999999999,10 507,меньше 30,51 717,ok,Low Density Residential,100 000,10 507,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
46.034158,51.533103,Volga,Саратовская область,Саратов,Ros-Sar,46.034157999999998,51.533102999999997,841 902,300 - млн,36 077,ok,"0",100 000,49 524,64 762,"13","6","4","3","9","3","0","1","4","3","0","1",9 832,,"6","6",
46.126783,51.485489,Volga,Саратовская область,Энгельс,Ros-Sar,46.126783000000003,51.485489000000001,225 731,100 - 300,28 191,Ok,"0",100 000,75 244,112 866,"2","1","0","1","1","1","0","0","1","1","0","0",8 438,,"1","1",
47.782818,52.022331,Volga,Саратовская область,Балаково,Ros-Sar,47.782817999999999,52.022331000000001,188 489,100 - 300,33 929,poor,"0",120 000,94 245,188 489,"1","1","0","0","0","1","0","0","1","0","1","0",7 039,,"1","1",
43.146496,51.554657,Volga,Саратовская область,Балашов,Ros-Sar,43.146495999999999,51.554656999999999,76 032,60 - 100,25 186,poor,"0",120 000,76 032,,"1","0","0","1","0","1","0","0","0","0","0","0",4 057,,,"1",
47.387317,52.045967,Volga,Саратовская область,Вольск,Ros-Sar,47.387317000000003,52.045966999999997,62 195,60 - 100,25 625,poor,"0",120 000,62 195,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
46.048082,51.410957,Volga,Саратовская область,пгт. Приволжский,Ros-Sar,46.048082000000001,51.410957000000003,33 647,30 - 60,"0",Нет рейтинга,"0",,33 647,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
46.740009,51.713333,Volga,Саратовская область,Маркс,Ros-Sar,46.740009000000001,51.713332999999999,31 184,30 - 60,23 283,ok,Roadside,100 000,31 184,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
45.390362,52.315289,Volga,Саратовская область,Петровск,Ros-Sar,45.390362000000003,52.315289000000000,28 490,меньше 30,24 413,ok,Roadside,100 000,28 490,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
44.471098,51.499357,Volga,Саратовская область,Калининск,Ros-Sar,44.471097999999998,51.499357000000003,15 635,меньше 30,24 692,ok,Roadside,100 000,15 635,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
39.893885,57.626549,Central,Ярославская область,Ярославль,Shoko,39.893884999999997,57.626548999999997,609 828,300 - млн,41 105,good,"0",80 000,50 819,60 983,"10","5","2","3","6","4","0","0","2","0","2","0",5 944,,"8","5",
48.033574,46.347869,South,Астраханская область,Астрахань,Shoko,48.033574000000002,46.347869000000003,534 241,300 - млн,39 200,good,"0",80 000,76 320,89 040,"6","2","1","3","2","4","0","0","1","1","0","0",6 960,,"3","3",
39.734928,54.629169,Central,Рязанская область,Рязань,Shoko,39.734927999999996,54.629168999999997,539 789,300 - млн,39 289,good,"0",80 000,59 977,89 965,"6","3","1","2","3","3","0","0","3","0","3","0",6 880,,"8","5",
40.40703,56.129042,Central,Владимирская область,Владимир,Shoko,40.407029999999999,56.129041999999998,357 907,300 - млн,36 466,good,"0",80 000,59 651,71 581,"5","4","1","0","3","2","0","0","1","0","1","0",6 746,,"3","4",
40.973921,57.000348,Central,Ивановская область,Иваново,Shoko,40.973920999999997,57.000348000000002,405 053,300 - млн,32 463,ok,"0",100 000,57 865,81 011,"5","2","1","2","2","3","0","0","2","0","2","0",6 569,,"5","3",
39.594719,52.61022,Central,Липецкая область,Липецк,Shoko,39.594718999999998,52.610219999999998,509 420,300 - млн,39 832,good,"0",80 000,72 774,101 884,"5","3","0","2","3","2","0","0","2","1","1","0",4 909,,"3","5",
32.044128,54.782526,Central,Смоленская область,Смоленск,Shoko,32.044128000000001,54.782525999999997,329 427,300 - млн,35 260,good,"0",80 000,65 885,109 809,"3","3","0","0","1","2","0","0","2","1","1","0",5 978,,"2","3",
41.452238,52.721246,Central,Тамбовская область,Тамбов,Shoko,41.452238000000001,52.721246000000001,291 663,100 - 300,31 626,Ok,"0",100 000,72 916,97 221,"3","2","0","1","1","2","0","0","1","0","1","0",4 495,,"4","4",
40.926858,57.767961,Central,Костромская область,Кострома,Shoko,40.926858000000003,57.767961000000000,276 064,100 - 300,34 115,Ok,"0",100 000,69 016,138 032,"2","0","1","1","1","1","0","0","2","0","2","0",8 192,,"3","2",
38.858433,58.048454,Central,Ярославская область,Рыбинск,Shoko,38.858432999999998,58.048454000000000,186 575,100 - 300,34 857,ok,"0",100 000,93 288,93 288,"2","1","0","1","0","2","0","0","0","0","0","0",4 392,,"2","1",
42.168923,57.442544,Central,Ивановская область,Кинешма,Shoko,42.168922999999999,57.442543999999998,81 986,60 - 100,23 104,poor,Low Density Residential,120 000,40 993,40 993,"2","2","0","0","0","0","0","2","0","0","0","0",2 958,,,,
38.727621,56.397774,Central,Владимирская область,Александров,Shoko,38.727620999999999,56.397773999999998,58 741,30 - 60,31 206,ok,"0",100 000,58 741,58 741,"1","1","0","0","0","1","0","0","0","0","0","0",8 701,,,,
39.4599,55.930967,Central,Владимирская область,Петушки,Shoko,39.459899999999998,55.930967000000003,12 799,меньше 30,39 375,ok,"0",100 000,12 799,12 799,"1","0","1","0","0","1","0","0","0","0","0","0",7 135,,"1",,
39.414526,57.185866,Central,Ярославская область,Ростов,Shoko,39.414526000000002,57.185865999999997,30 700,30 - 60,29 288,ok,Low Density Residential,100 000,30 700,30 700,"1","0","1","0","0","1","0","0","0","0","0","0",5 833,,"1",,
38.499943,52.619302,Central,Липецкая область,Елец,Shoko,38.499943000000002,52.619301999999998,103 179,100 - 300,29 507,ok,"0",100 000,103 179,103 179,"1","1","0","0","0","1","0","0","0","0","0","0",5 588,,"1",,
33.240118,55.106855,Central,Смоленская область,Сафоново,Shoko,33.240118000000002,55.106855000000003,41 510,30 - 60,28 868,ok,"0",100 000,41 510,41 510,"1","0","1","0","0","1","0","0","0","0","0","0",5 244,,,,
41.31122,56.363628,Central,Владимирская область,Ковров,Shoko,41.311219999999999,56.363627999999999,135 949,100 - 300,38 354,ok,"0",100 000,135 949,135 949,"1","1","0","0","0","1","0","0","0","0","0","0",4 453,,"1","1",
40.510453,52.891305,Central,Тамбовская область,Мичуринск,Shoko,40.510452999999998,52.891305000000003,91 623,60 - 100,29 607,poor,"0",120 000,91 623,91 623,"1","1","0","0","0","1","0","0","0","0","0","0",4 139,,,,
40.449457,56.419836,Central,Владимирская область,Суздаль,Shoko,40.449457000000002,56.419835999999997,9 428,меньше 30,27 829,good,Low Density Residential,80 000,9 428,9 428,"1","1","0","0","0","1","0","0","0","0","0","0",3 852,,,,
40.657902,55.619818,Central,Владимирская область,Гусь-Хрустальный,Shoko,40.657902000000000,55.619818000000002,53 606,30 - 60,30 223,poor,Low Density Residential,120 000,53 606,53 606,"1","1","0","0","0","0","0","1","0","0","0","0",1 875,,,,
32.85678,53.947309,Central,Смоленская область,Рославль,Shoko,32.856780000000001,53.947308999999997,49 405,30 - 60,25 976,ok,Low Density Residential,100 000,49 405,49 405,"1","1","0","0","0","0","0","1","0","0","0","0",1 797,,,,
42.052411,55.579169,Central,Владимирская область,Муром,Shoko,42.052410999999999,55.579169000000000,108 121,100 - 300,30 199,poor,"0",120 000,108 121,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,"1",
41.385556,56.852037,Central,Ивановская область,Шуя,Shoko,41.385556000000001,56.852037000000003,57 569,30 - 60,25 421,ok,Low Density Residential,100 000,57 569,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
34.298037,55.205944,Central,Смоленская область,Вязьма,Shoko,34.298037000000001,55.205944000000002,51 790,30 - 60,30 088,ok,"0",100 000,51 790,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
39.957899,52.4837,Central,Липецкая область,Грязи,Shoko,39.957898999999998,52.483699999999999,46 608,30 - 60,34 592,poor,Low Density Residential,120 000,46 608,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
32.689675,55.068705,Central,Смоленская область,Ярцево,Shoko,32.689675000000001,55.068705000000001,43 280,30 - 60,27 333,ok,Low Density Residential,100 000,43 280,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
41.874302,52.653842,Central,Тамбовская область,Рассказово,Shoko,41.874302000000000,52.653841999999997,42 767,30 - 60,24 023,poor,"0",120 000,42 767,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
39.376042,56.293901,Central,Владимирская область,Кольчугино,Shoko,39.376041999999998,56.293900999999998,42 708,30 - 60,31 914,ok,High Density Residential,100 000,42 708,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
39.530714,57.868814,Central,Ярославская область,Тутаев,Shoko,39.530714000000003,57.868814000000000,39 883,30 - 60,28 252,ok,Low Density Residential,100 000,39 883,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
38.85431,56.736093,Central,Ярославская область,Переславль-Залесский,Shoko,38.854309999999998,56.736092999999997,38 255,30 - 60,32 399,ok,Low Density Residential,100 000,38 255,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
42.158862,56.247021,Central,Владимирская область,Вязники,Shoko,42.158861999999999,56.247020999999997,35 028,30 - 60,24 323,poor,"0",120 000,35 028,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
38.32646,57.526543,Central,Ярославская область,Углич,Shoko,38.326459999999997,57.526542999999997,31 861,30 - 60,30 731,ok,Low Density Residential,100 000,31 861,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
41.093208,56.932531,Central,Ивановская область,Кохма,Shoko,41.093207999999997,56.932530999999997,30 220,30 - 60,22 895,poor,"0",120 000,30 220,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
41.50575,52.59292,Central,Тамбовская область,Котовск,Shoko,41.505749999999999,52.592919999999999,29 377,меньше 30,23 856,poor,high density residential,120 000,29 377,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
34.996845,55.553299,Central,Смоленская область,Гагарин,Shoko,34.996845000000000,55.553299000000003,28 797,меньше 30,35 390,ok,Low Density Residential,100 000,28 797,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
33.283318,54.146429,Central,Смоленская область,Десногорск,Shoko,33.283318000000001,54.146428999999998,27 322,меньше 30,48 123,good,Low Density Residential,80 000,27 322,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
45.518264,58.369849,Central,Костромская область,Шарья,Shoko,45.518264000000002,58.369849000000002,23 807,меньше 30,29 369,ok,Low Density Residential,100 000,23 807,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
40.062867,53.708869,Central,Рязанская область,Ряжск,Shoko,40.062866999999997,53.708869000000000,21 189,меньше 30,26 397,ok,Low Density Residential,100 000,21 189,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
39.493722,54.729065,Central,Рязанская область,Рыбное,Shoko,39.493721999999998,54.729064999999999,20 125,меньше 30,39 932,ok,Low Density Residential,100 000,20 125,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
41.450028,52.649149,Central,Тамбовская область,п. Строитель,Shoko,41.450028000000003,52.649149000000001,19 900,меньше 30,"0",Нет рейтинга,"0",,19 900,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
39.726367,52.044338,Central,Липецкая область,Усмань,Shoko,39.726367000000003,52.044338000000003,19 653,меньше 30,25 937,ok,Low Density Residential,100 000,19 653,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
39.680814,56.49925,Central,Владимирская область,Юрьев-Польский,Shoko,39.680813999999998,56.499250000000004,18 237,меньше 30,28 438,ok,Low Density Residential,100 000,18 237,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
39.173374,55.916633,Central,Владимирская область,Покров,Shoko,39.173374000000003,55.916632999999997,16 640,меньше 30,39 375,good,"0",80 000,16 640,,"0","0","0","0","0","0","0","0","1","0","1","0",,,"1",,
41.157474,57.439483,Central,Костромская область,Волгореченск,Shoko,41.157474000000001,57.439483000000003,16 378,меньше 30,39 143,ok,Roadside,100 000,16 378,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
42.728663,52.650646,Central,Тамбовская область,Кирсанов,Shoko,42.728662999999997,52.650646000000002,16 229,меньше 30,25 013,ok,Roadside,100 000,16 229,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
41.28083,57.380662,Central,Ивановская область,Приволжск,Shoko,41.280830000000002,57.380662000000001,15 302,меньше 30,25 373,ok,Roadside,100 000,15 302,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
39.956525,56.018001,Central,Владимирская область,Лакинск,Shoko,39.956524999999999,56.018000999999998,14 115,меньше 30,31 056,ok,"0",100 000,14 115,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
42.692614,56.202146,Central,Владимирская область,Гороховец,Shoko,42.692613999999999,56.202145999999999,12 687,меньше 30,28 518,ok,Roadside,100 000,12 687,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
33.302362,54.913753,Central,Смоленская область,Дорогобуж,Shoko,33.302362000000002,54.913753000000000,9 538,меньше 30,32 425,ok,Low Density Residential,100 000,9 538,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
83.779875,53.348053,Siberia,Алтайский край,Барнаул,UkAyRadio,83.779875000000004,53.348053000000000,632 723,300 - млн,34 761,good,"0",80 000,70 303,79 090,"8","5","1","2","5","2","1","0","1","1","0","0",7 624,9%,"3","7",
85.960373,51.958182,Siberia,Алтай республика,Горно-Алтайск,UkAyRadio,85.960373000000004,51.958182000000001,63 845,60 - 100,38 903,good,"0",80 000,63 845,63 845,"1","0","0","1","0","1","0","0","0","0","0","0",7 139,7%,,"1",
85.213829,52.539308,Siberia,Алтайский край,Бийск,UkAyRadio,85.213829000000004,52.539307999999998,200 629,100 - 300,27 575,poor,"0",120 000,100 315,200 629,"1","1","0","0","0","1","0","0","1","0","1","0",7 810,6%,,"2",
81.207774,51.501235,Siberia,Алтайский край,Рубцовск,UkAyRadio,81.207774000000001,51.501235000000001,142 551,100 - 300,27 240,poor,"0",120 000,142 551,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
83.931052,53.412058,Siberia,Алтайский край,Новоалтайск,UkAyRadio,83.931051999999994,53.412058000000002,73 769,60 - 100,34 729,ok,"0",100 000,73 769,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
84.931551,53.706332,Siberia,Алтайский край,Заринск,UkAyRadio,84.931550999999999,53.706332000000003,46 254,30 - 60,34 392,ok,Low Density Residential,100 000,46 254,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
82.77943,52.492167,Siberia,Алтайский край,Алейск,UkAyRadio,82.779430000000005,52.492167000000002,29 249,меньше 30,27 467,ok,Roadside,100 000,29 249,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
83.569229,53.817302,Siberia,Алтайский край,пгт. Тальменка,UkAyRadio,83.569229000000007,53.817301999999998,19 046,меньше 30,"0",Нет рейтинга,Low Density Residential,,19 046,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
84.983959,51.996094,Siberia,Алтайский край,Белокуриха,UkAyRadio,84.983958999999999,51.996093999999999,15 160,меньше 30,29 909,good,Low Density Residential,80 000,15 160,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
39.718705,47.222531,South,Ростовская область,Ростов-на-Дону,Yummy Group,39.718705000000000,47.222530999999996,1 133 307,Млн+,44 310,good,"0",80 000,62 962,103 028,"11","6","3","2","11","0","0","0","7","1","6","0",8 675,15%,"21","9",
47.504682,42.98306,South,Дагестан республика,Махачкала,Yummy Group,47.504682000000003,42.983060000000002,601 286,300 - млн,32 478,ok,"0",100 000,75 161,85 898,"7","4","3","0","7","0","0","0","1","1","0","0",11 934,23%,,,
41.969065,45.044502,South,Ставропольский край,Ставрополь,Yummy Group,41.969065000000001,45.044502000000001,437 367,300 - млн,36 480,good,"0",80 000,62 481,72 895,"6","3","2","1","6","0","0","0","1","0","1","0",10 321,15%,"4","5",
44.681888,43.020603,South,Северная Осетия - Алания республика,Владикавказ,Yummy Group,44.681888000000001,43.020603000000001,304 897,300 - млн,28 184,ok,"0",100 000,76 224,152 449,"2","1","1","0","2","0","0","0","2","0","2","0",11 605,18%,,"1",
46.590044,43.246265,South,Дагестан республика,Хасавюрт,Yummy Group,46.590043999999999,43.246265000000001,142 747,100 - 300,24 105,ok,"0",100 000,142 747,142 747,"1","0","1","0","1","0","0","0","0","0","0","0",16 913,28%,,,
43.607072,43.485278,South,Кабардино-Балкарская республика,Нальчик,Yummy Group,43.607072000000002,43.485278000000001,238 710,100 - 300,31 067,ok,"0",100 000,79 570,238 710,"1","1","0","0","1","0","0","0","2","1","1","0",16 747,23%,"1",,
